"scenario","scenario_label","variable","offset_q","quarter","baseline","scenario_value","deviation","unit"
"govcons_1pc","Government consumption: +1% (1 quarter)","PID",8,"2012Q1",83.3803133403244,83.3817957362524,0.00177787281989694,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PID",12,"2013Q1",85.5701033580718,85.5778034970649,0.00899863233883025,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PID",16,"2014Q1",88.3869569595902,88.4032112924597,0.0183899677380195,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PID",20,"2015Q1",92.4167718734217,92.4411527567398,0.0263814487607483,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PM",0,"2010Q1",91.7249748859821,91.7234466522452,-0.00166610428492531,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PM",1,"2010Q2",92.9975968602051,92.9745255266711,-0.0248085265779685,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PM",2,"2010Q3",93.3635115677463,93.3167527888622,-0.0500824980753878,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PM",4,"2011Q1",89.8026481241223,89.7303656702362,-0.0804903367505716,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PM",8,"2012Q1",90.3026990054557,90.2537163932902,-0.0542426889837633,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PM",12,"2013Q1",91.65590150471,91.6265940513657,-0.0319755224302498,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PM",16,"2014Q1",100.226451007499,100.213706943918,-0.0127152697251609,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PM",20,"2015Q1",99.6700028509965,99.6691811477522,-0.00082442381942327,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PMCG",0,"2010Q1",104.903788750777,104.902260649719,-0.00145666908332176,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PMCG",1,"2010Q2",105.600117342277,105.577053642824,-0.0218406002125859,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PMCG",2,"2010Q3",105.396841787769,105.348295261344,-0.0460607031501525,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PMCG",4,"2011Q1",100.596920206,100.518821207586,-0.0776355759732339,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PMCG",8,"2012Q1",98.3975834124665,98.3436056868764,-0.0548567594020888,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PMCG",12,"2013Q1",99.0916985187709,99.0591093242291,-0.0328879159697704,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PMCG",16,"2014Q1",106.996684184659,106.982069779915,-0.0136587454609649,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PMCG",20,"2015Q1",112.395295630297,112.393604429184,-0.00150469030198996,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POIL",0,"2010Q1",86.9281888700089,86.9261125328594,-0.00238856598355763,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POIL",1,"2010Q2",88.1659853920462,88.1351474329502,-0.0349771614970296,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POIL",2,"2010Q3",84.1746233907294,84.1214429895962,-0.0631786623937036,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POIL",4,"2011Q1",93.1016691523702,93.0142184972574,-0.0939302763408811,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POIL",8,"2012Q1",97.468722157198,97.4150610548949,-0.0550546894587556,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POIL",12,"2013Q1",90.8164176814358,90.7903731989481,-0.0286781654160739,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POIL",16,"2014Q1",110.11953436442,110.11073567705,-0.00799012402398214,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POIL",20,"2015Q1",61.7026140708931,61.7046793341107,0.00334712434588713,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POTC",0,"2010Q1",67.3463351166437,67.3463351166437,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POTC",1,"2010Q2",69.2049956845384,69.2051671429596,0.000247754399063105,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POTC",2,"2010Q3",70.0598568087243,70.0599735577649,0.000166641848675653,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POTC",4,"2011Q1",72.1925081599992,72.1930333414633,0.000727473635997455,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POTC",8,"2012Q1",68.74629506272,68.7510269828286,0.00688316381898257,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POTC",12,"2013Q1",69.8398381211514,69.8496814039106,0.0140940801468981,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POTC",16,"2014Q1",74.971550336529,74.9861260273144,0.0194416291511956,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","POTC",20,"2015Q1",92.2085640225499,92.2306318279266,0.0239324900138893,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PRT",0,"2010Q1",92.08970981961,92.08970981961,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PRT",1,"2010Q2",93.0902021329907,93.0908424304302,0.000687824738632159,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PRT",2,"2010Q3",94.0910601336987,94.093758024502,0.0028673189562678,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PRT",4,"2011Q1",96.193404067637,96.2033811991906,0.0103719497716703,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PRT",8,"2012Q1",100.496157614603,100.535630109659,0.039277616172928,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PRT",12,"2013Q1",103.995335350818,104.073595569861,0.0752535859219305,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PRT",16,"2014Q1",106.992495650237,107.104758213853,0.104925642620235,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PRT",20,"2015Q1",109.190350129654,109.325911894108,0.124151781080162,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PTM",0,"2010Q1",95.8246864404259,95.8259647030674,0.00133395963914928,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PTM",1,"2010Q2",96.2077697028105,96.208351031397,0.000604242867674465,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PTM",2,"2010Q3",96.7848357816621,96.7867861119511,0.0020151196964413,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PTM",4,"2011Q1",97.9500721949069,97.9579472414746,0.00803985784931793,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PTM",8,"2012Q1",100.122033456272,100.140211121881,0.0181555098126562,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PTM",12,"2013Q1",102.34148082884,102.364136013861,0.0221368548094736,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PTM",16,"2014Q1",105.028043233342,105.054655835067,0.0253385675918594,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PTM",20,"2015Q1",107.4639340735,107.495151162859,0.0290488987104265,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PW",0,"2010Q1",103.600112652016,103.600112652016,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PW",1,"2010Q2",104.400158560897,104.404324673183,0.00399052294923763,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PW",2,"2010Q3",105.500256385648,105.51176838966,0.0109118256259366,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PW",4,"2011Q1",107.600758069035,107.628719817523,0.0259865720187769,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PW",8,"2012Q1",111.400273531504,111.443302728223,0.0386257549952251,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PW",12,"2013Q1",115.00037306912,115.046882493145,0.040442846213895,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PW",16,"2014Q1",118.100477157533,118.150801221407,0.0426112282396973,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PW",20,"2015Q1",120.800359365067,120.854084690355,0.0444744747211345,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PX",0,"2010Q1",89.0489913098047,89.0481128271502,-0.000986516120560221,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PX",1,"2010Q2",101.808353410435,101.787925930147,-0.0200646406738447,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PX",2,"2010Q3",103.762123496693,103.724508879505,-0.0362508166953823,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PX",4,"2011Q1",107.35979901788,107.300812803774,-0.0549425526545355,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PX",8,"2012Q1",103.753926976616,103.72032592004,-0.0323853347580227,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PX",12,"2013Q1",100.015148180514,99.9985639012366,-0.0165817674408597,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PX",16,"2014Q1",105.964237698508,105.959809356003,-0.00417909155148166,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PX",20,"2015Q1",93.5274236409291,93.532063953268,0.00496144570039103,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXAG",0,"2010Q1",80.0798562784013,80.0788448791092,-0.00126298839563388,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXAG",1,"2010Q2",84.486907598082,84.4712451493047,-0.0185383146603879,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXAG",2,"2010Q3",84.3838442486202,84.3550944190449,-0.034070300815725,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXAG",4,"2011Q1",92.6597857149143,92.6108545173855,-0.0528073717753985,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXAG",8,"2012Q1",86.2540016166856,86.2221322227369,-0.0369483077321986,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXAG",12,"2013Q1",88.133879984487,88.1119817119418,-0.0248465999102887,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXAG",16,"2014Q1",94.1718524822542,94.1587888065422,-0.0138721660109864,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXAG",20,"2015Q1",99.6853058109579,99.6786211412105,-0.0067057724235764,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXM",0,"2010Q1",90.3495655694237,90.3486981526925,-0.000960067406796661,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXM",1,"2010Q2",91.6072710512356,91.5941076360577,-0.0143693999689165,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXM",2,"2010Q3",91.3605617769074,91.3331379455698,-0.0300171439450381,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXM",4,"2011Q1",89.9755940220931,89.9285581876566,-0.0522762143976396,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXM",8,"2012Q1",89.5591603072965,89.5183615271097,-0.0455551169157631,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXM",12,"2013Q1",89.8892138700658,89.8583039251403,-0.0343867118141716,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXM",16,"2014Q1",96.2794597928111,96.2590652168429,-0.0211826863301123,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXM",20,"2015Q1",101.724388712853,101.713696654808,-0.0105108108089835,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXO",0,"2010Q1",99.5073554005254,99.5081541416807,0.000802695591817226,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXO",1,"2010Q2",106.275226478207,106.270777576877,-0.00418620733826369,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXO",2,"2010Q3",99.3333902195632,99.3292041537272,-0.00421415782421164,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXO",4,"2011Q1",111.761759242615,111.770190025021,0.00754353050900214,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXO",8,"2012Q1",104.244968125642,104.287454738552,0.0407565119680209,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXO",12,"2013Q1",101.710779751898,101.764315706916,0.0526354779187388,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXO",16,"2014Q1",109.44359726664,109.503525301674,0.0547570040924095,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXO",20,"2015Q1",100.688333938131,100.74063224554,0.0519407813835304,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXRE",0,"2010Q1",90.7302675747903,90.7284530200424,-0.00199994422637184,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXRE",1,"2010Q2",113.503577950242,113.470301187193,-0.0293178097560354,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXRE",2,"2010Q3",118.769312604228,118.705913979458,-0.0533796343352821,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXRE",4,"2011Q1",123.027054281055,122.927579818136,-0.0808557625802009,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXRE",8,"2012Q1",117.025538488572,116.965654329805,-0.0511718720039855,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXRE",12,"2013Q1",107.878519729045,107.846516394284,-0.0296660862987852,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXRE",16,"2014Q1",114.408043557579,114.394705458172,-0.011658358094413,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXRE",20,"2015Q1",88.9247061019842,88.9239066714396,-0.000898997117504408,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXS",0,"2010Q1",87.2180804928446,87.2190852358515,0.00115198935954908,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXS",1,"2010Q2",87.4105335339549,87.410508967898,-2.81042294547618e-05,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXS",2,"2010Q3",88.1474762114011,88.1478611748603,0.000436726581165559,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXS",4,"2011Q1",88.9986313936988,89.0035001009092,0.00547054166351035,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXS",8,"2012Q1",90.9041754183496,90.9194255612612,0.0167760642913128,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXS",12,"2013Q1",92.9827731195269,93.0028266735591,0.0215669562859677,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXS",16,"2014Q1",95.6069418153183,95.6311368920445,0.0253068200558815,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PXS",20,"2015Q1",97.1078861606648,97.1362866955929,0.0292463733388981,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PY",0,"2010Q1",87.3977137122124,87.3984915075266,0.000889949268900736,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PY",1,"2010Q2",90.2429284096107,90.2409415881722,-0.00220163670830997,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PY",2,"2010Q3",90.9070127883827,90.9084464938178,0.0015771120302821,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PY",4,"2011Q1",93.2922838320019,93.3019892162209,0.0104032014442534,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PY",8,"2012Q1",93.596867558536,93.6213282303932,0.0261340710381086,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PY",12,"2013Q1",94.4433884236293,94.4704441063456,0.0286475137835085,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PY",16,"2014Q1",96.2199503018628,96.2458671748502,0.0269350305275751,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","PY",20,"2015Q1",95.2649419763743,95.2939240194727,0.0304225694123472,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","R2R",0,"2010Q1",0.00538204294930722,0.00609510451907624,0.000713061569769025,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","R2R",1,"2010Q2",0.27994320805918,0.286878942454223,0.00693573439504291,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","R2R",2,"2010Q3",0.460893579915307,0.473720099856806,0.0128265199414983,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","R2R",4,"2011Q1",0.869381727248552,0.89026093135125,0.0208792041026982,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","R2R",8,"2012Q1",0.828165350901372,0.84512024336189,0.0169548924605181,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","R2R",12,"2013Q1",0.459519991336151,0.472377620859476,0.0128576295233245,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","R2R",16,"2014Q1",0.0725399632024875,0.0817220373551635,0.00918207415267602,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","R2R",20,"2015Q1",-0.354016576004938,-0.346796771346774,0.0072198046581633,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RBR",0,"2010Q1",1.38251987010382,1.40104557157005,0.0185257014662312,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RBR",1,"2010Q2",1.76885781992182,1.81955404020077,0.0506962202789509,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RBR",2,"2010Q3",2.14515948116679,2.21919747412915,0.07403799296236,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RBR",4,"2011Q1",2.92908218073016,2.99833263872257,0.0692504579924105,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RBR",8,"2012Q1",2.15098254783091,2.14952961000903,-0.00145293782188105,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RBR",12,"2013Q1",1.70510875446006,1.70276577561297,-0.00234297884708212,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RBR",16,"2014Q1",0.745713313673633,0.752000352530757,0.00628703885712412,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RBR",20,"2015Q1",0.764305138478576,0.771519012026062,0.00721387354748515,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RC",0,"2010Q1",211488.495493927,211495.887082416,0.0034950310046522,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RC",1,"2010Q2",214383.218839187,214399.87760817,0.00777055642375846,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RC",2,"2010Q3",216414.060107743,216447.317709098,0.0153675788619134,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RC",4,"2011Q1",220579.753066243,220619.310185951,0.0179332505174212,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RC",8,"2012Q1",227543.750792302,227519.999924842,-0.0104379344089689,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RC",12,"2013Q1",230735.751280437,230701.548523279,-0.0148233453064917,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RC",16,"2014Q1",236479.887381884,236458.547280951,-0.00902406592347971,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RC",20,"2015Q1",241764.246695663,241750.224645879,-0.00579988562241507,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RCR",0,"2010Q1",0.668031397933788,0.69445416245199,0.0264227645182018,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RCR",1,"2010Q2",1.52841007350067,1.60618790338259,0.0777778298819243,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RCR",2,"2010Q3",1.82985805160163,1.94127471789001,0.111416666288378,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RCR",4,"2011Q1",2.48004220137065,2.58996372361872,0.109921522248072,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RCR",8,"2012Q1",1.98917803438034,2.00246331668539,0.0132852823050484,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RCR",12,"2013Q1",0.765115078330354,0.769285286761502,0.00417020843114813,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RCR",16,"2014Q1",-0.124899271944372,-0.111935868765499,0.0129634031788726,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RCR",20,"2015Q1",0.0213762872927532,0.0355111916880304,0.0141349043952772,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","REWI",0,"2010Q1",156.249126476433,156.25496545463,0.00373696693773962,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","REWI",1,"2010Q2",154.733161106006,154.788334851126,0.0356573501926638,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","REWI",2,"2010Q3",155.032063375375,155.133563021301,0.0654700993564461,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","REWI",4,"2011Q1",165.832968142084,166.002786815422,0.102403445612231,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","REWI",8,"2012Q1",172.542692353856,172.66994672848,0.0737523988343147,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","REWI",12,"2013Q1",175.17795475513,175.267265519561,0.0509828788422872,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","REWI",16,"2014Q1",156.680644209465,156.73285997746,0.0333262403009904,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","REWI",20,"2015Q1",146.466055391588,146.50395169171,0.0258737767059758,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RLC",0,"2010Q1",0.000384217462084371,0.000384212432629594,-0.00130901254457028,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RLC",1,"2010Q2",0.00038810313084691,0.000388118587310562,0.00398256608187264,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RLC",2,"2010Q3",0.0003927110652388,0.000392752829651349,0.0106348957912505,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RLC",4,"2011Q1",0.000398123653452326,0.000398226214495479,0.0257611026785565,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RLC",8,"2012Q1",0.000417896000972166,0.00041802407349969,0.0306469856677039,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RLC",12,"2013Q1",0.000416248173309555,0.000416369201664,0.0290760085462471,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RLC",16,"2014Q1",0.000419509289390552,0.000419640447672262,0.0312646906819314,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RLC",20,"2015Q1",0.000416252764984272,0.000416383588708837,0.0314289142487878,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMR",0,"2010Q1",3.47724082011722,3.50362611141539,0.0263852912981699,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMR",1,"2010Q2",4.35575918330513,4.43351992923493,0.0777607459298002,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMR",2,"2010Q3",4.64594873571256,4.75730865554642,0.111359919833864,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMR",4,"2011Q1",5.45212165861428,5.56184389226173,0.109722233647447,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMR",8,"2012Q1",5.03236490050991,5.04534240050245,0.0129774999925392,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMR",12,"2013Q1",4.12659963151074,4.13063603726451,0.00403640575377118,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMR",16,"2014Q1",3.21346544023657,3.22632198564197,0.012856545405393,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMR",20,"2015Q1",3.35766551168513,3.37167666465155,0.01401115296642,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMRE",0,"2010Q1",4.00185917770793,4.03049617157962,0.0286369938716913,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMRE",1,"2010Q2",4.55141557867041,4.63202500974196,0.080609431071549,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMRE",2,"2010Q3",4.67674841055777,4.79319740038721,0.116448989829438,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMRE",4,"2011Q1",4.9830423444405,5.1024339927818,0.119391648341301,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMRE",8,"2012Q1",4.6609441032787,4.68507013974391,0.0241260364652085,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMRE",12,"2013Q1",3.79878191262911,3.80714472741959,0.0083628147904804,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMRE",16,"2014Q1",3.34620028032061,3.36278534180532,0.0165850614847134,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RMRE",20,"2015Q1",3.191646672054,3.20990617403509,0.0182595019810883,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RPH",0,"2010Q1",1.06959367911897,1.06957941136132,-0.00133394184490543,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RPH",1,"2010Q2",1.0810730650078,1.08084895978887,-0.0207298864606242,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RPH",2,"2010Q3",1.06874568707317,1.06784256297161,-0.0845031809237673,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RPH",4,"2011Q1",1.05018420106686,1.04695848497289,-0.307157172113326,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RPH",8,"2012Q1",1.00063981166309,0.994379651228247,-0.625615767220256,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RPH",12,"2013Q1",1.00977072769794,1.00394125737691,-0.57730632916243,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RPH",16,"2014Q1",1.09054281498203,1.08545823735561,-0.466242824818242,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RPH",20,"2015Q1",1.13992235540843,1.13547167167142,-0.390437446541692,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RSTAR",0,"2010Q1",2.157911,2.157911,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RSTAR",1,"2010Q2",2.116316,2.116316,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RSTAR",2,"2010Q3",2.070825,2.070825,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RSTAR",4,"2011Q1",2.023022,2.023022,0,"ppt_deviation"
