"scenario","scenario_label","variable","offset_q","quarter","baseline","scenario_value","deviation","unit"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","HOY",4,"2011Q1",771.737689825806,775.969899879227,0.548400072876642,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","HOY",8,"2012Q1",719.694141548697,720.302914161529,0.0845876849187244,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","HOY",12,"2013Q1",769.530854100888,768.092163694727,-0.186956819014306,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","HOY",16,"2014Q1",808.335339822141,807.649178175104,-0.0848857662450242,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","HOY",20,"2015Q1",852.84773722781,852.820467470155,-0.00319749428469018,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IAD",0,"2010Q1",58903.185647329,58901.3338182828,-0.0031438521123861,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IAD",1,"2010Q2",58406.9510304966,58360.8839116449,-0.0788726650490457,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IAD",2,"2010Q3",58345.0096932445,58245.3323507399,-0.170841247655462,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IAD",4,"2011Q1",59124.5990986556,58961.2279376441,-0.276316733647264,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IAD",8,"2012Q1",61726.7866858555,61599.3174599644,-0.206505526587331,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IAD",12,"2013Q1",63005.747019564,62928.408007084,-0.122749139782363,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IAD",16,"2014Q1",61817.861958304,61765.6504920464,-0.0844601618424701,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IAD",20,"2015Q1",59664.2152391015,59626.0366922525,-0.0639890203801952,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IB",0,"2010Q1",49289.7018715299,49287.8601619095,-0.00373649981746382,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IB",1,"2010Q2",50457.5504530005,50355.2449936496,-0.202755501272744,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IB",2,"2010Q3",50939.3163332257,50732.655748857,-0.405699564196715,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IB",4,"2011Q1",55617.1553115145,55247.2868014693,-0.665025940240038,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IB",8,"2012Q1",69140.1179811238,68817.6342476945,-0.466420571508686,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IB",12,"2013Q1",69920.4581974763,69724.9737553078,-0.27958118011242,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IB",16,"2014Q1",67019.0502022081,66902.5872628152,-0.173775872743032,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IB",20,"2015Q1",62434.3014869154,62367.9557536469,-0.10626487633949,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCR",0,"2010Q1",0.102166497143492,0.110871503705291,8.5204120775251,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCR",1,"2010Q2",0.105982683842721,0.111671783124609,5.36795170268598,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCR",2,"2010Q3",0.110986398229477,0.114094021367406,2.80000359278618,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCR",4,"2011Q1",0.118047312958774,0.117329617100968,-0.607973057426703,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCR",8,"2012Q1",0.107220274286369,0.106099966304366,-1.04486580496115,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCR",12,"2013Q1",0.0991235292463173,0.0993304219775295,0.208722119546523,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCR",16,"2014Q1",0.088233740083394,0.0883714985314709,0.156128990958226,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCR",20,"2015Q1",0.0832193735644848,0.0831891007556682,-0.0363771169139326,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCTR",0,"2010Q1",0.3,0.3,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCTR",1,"2010Q2",0.3,0.3,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCTR",2,"2010Q3",0.3,0.3,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCTR",4,"2011Q1",0.3,0.3,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCTR",8,"2012Q1",0.3,0.3,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCTR",12,"2013Q1",0.3,0.3,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCTR",16,"2014Q1",0.3,0.3,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBCTR",20,"2015Q1",0.3,0.3,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBN",0,"2010Q1",34085.4491684148,34085.4491684148,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBN",1,"2010Q2",34594.3601246743,34501.2854395787,-0.269045835102155,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBN",2,"2010Q3",33292.4076788795,33110.1182450372,-0.547540555193582,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBN",4,"2011Q1",36778.7010168162,36468.774621476,-0.84267901467876,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBN",8,"2012Q1",35988.7752328144,35817.2048345817,-0.476733084476355,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBN",12,"2013Q1",33776.4528115487,33715.8116156376,-0.17953689882535,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBN",16,"2014Q1",35774.9849675005,35734.5138195857,-0.113126945969577,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBN",20,"2015Q1",36700.8670444793,36673.5427869254,-0.074451258932795,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDR",0,"2010Q1",1.643306,1.643306,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDR",1,"2010Q2",1.640134,1.640134,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDR",2,"2010Q3",1.635486,1.635486,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDR",4,"2011Q1",1.62619,1.62619,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDR",8,"2012Q1",1.631407,1.631407,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDR",12,"2013Q1",1.635881,1.635881,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDR",16,"2014Q1",1.633354,1.633354,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDR",20,"2015Q1",1.610926,1.610926,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDRA",0,"2010Q1",6.592254,6.592254,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDRA",1,"2010Q2",6.579567,6.579567,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDRA",2,"2010Q3",6.565404,6.565404,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDRA",4,"2011Q1",6.532648,6.532648,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDRA",8,"2012Q1",6.505898,6.505898,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDRA",12,"2013Q1",6.541153,6.541153,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDRA",16,"2014Q1",6.539261,6.539261,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBNDRA",20,"2015Q1",6.48661,6.48661,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBRE",0,"2010Q1",15204.2527031151,15202.4109934946,-0.0121131216141879,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBRE",1,"2010Q2",15863.1903283262,15853.9595540709,-0.0581898978969542,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBRE",2,"2010Q3",17646.9086543462,17622.5375038197,-0.13810436152758,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBRE",4,"2011Q1",18838.4542946983,18778.5121799933,-0.318190196325618,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBRE",8,"2012Q1",33151.3427483094,33000.4294131127,-0.455225407738225,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBRE",12,"2013Q1",36144.0053859276,36009.1621396702,-0.373072228209526,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBRE",16,"2014Q1",31244.0652347076,31168.0734432295,-0.243219923231208,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBRE",20,"2015Q1",25733.4344424362,25694.4129667216,-0.151637263195104,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBREDR",0,"2010Q1",1.540745,1.540745,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBREDR",1,"2010Q2",1.529053,1.529053,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBREDR",2,"2010Q3",1.522029,1.522029,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBREDR",4,"2011Q1",1.507982,1.507982,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBREDR",8,"2012Q1",1.549169,1.549169,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBREDR",12,"2013Q1",1.515033,1.515033,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBREDR",16,"2014Q1",1.444374,1.444374,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IBREDR",20,"2015Q1",1.40373,1.40373,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","ID",0,"2010Q1",20593.3964976902,20593.3964976902,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","ID",1,"2010Q2",21481.1207546426,21302.3423852861,-0.832258108869088,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","ID",2,"2010Q3",21903.1028303881,21573.1836089163,-1.50626705278553,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","ID",4,"2011Q1",22001.5934774388,21466.3678765434,-2.43266744040238,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","ID",8,"2012Q1",20544.2862872906,20560.7201126514,0.0799921940875636,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","ID",12,"2013Q1",20716.3097758742,20848.6621173188,0.638879910932211,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","ID",16,"2014Q1",22703.640844833,22799.6285642269,0.422785578973484,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","ID",20,"2015Q1",25015.5873735722,25074.7019494478,0.236310964811115,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IDDR",0,"2010Q1",0.730239,0.730239,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IDDR",1,"2010Q2",0.728998,0.728998,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IDDR",2,"2010Q3",0.732121,0.732121,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IDDR",4,"2011Q1",0.738365,0.738365,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IDDR",8,"2012Q1",0.749607,0.749607,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IDDR",12,"2013Q1",0.754591,0.754591,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IDDR",16,"2014Q1",0.761755,0.761755,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","IDDR",20,"2015Q1",0.767913,0.767913,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBN",0,"2010Q1",2215825.03291506,2215825.03291506,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBN",1,"2010Q2",2237769.98526424,2237676.91057914,-0.00415926059015304,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBN",2,"2010Q3",2256285.12083444,2256011.27893894,-0.0121368479969353,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBN",4,"2011Q1",2300436.52772417,2299595.16998113,-0.0365738299188623,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBN",8,"2012Q1",2384370.74912468,2382640.7905185,-0.0725540944842118,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBN",12,"2013Q1",2451783.83650716,2449815.29022896,-0.0802903685429235,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBN",16,"2014Q1",2502986.11575078,2500970.34019364,-0.0805348277581941,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBN",20,"2015Q1",2552090.07262863,2550078.32096791,-0.0788276120148201,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBRE",0,"2010Q1",428517.241985422,428515.400275802,-0.000429786585010028,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBRE",1,"2010Q2",437962.629680929,437951.58535777,-0.00252175012456224,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBRE",2,"2010Q3",449076.159385959,449040.912010075,-0.00784886375014837,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBRE",4,"2011Q1",471868.965221024,471734.792394831,-0.0284343400567155,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBRE",8,"2012Q1",551752.174030966,551160.170767925,-0.107295139177366,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBRE",12,"2013Q1",664719.437137207,663567.806953378,-0.173250565500105,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBRE",16,"2014Q1",764125.791706811,762644.162459835,-0.193898604530307,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIBRE",20,"2015Q1",834271.283110462,832667.539100205,-0.192232915446622,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KID",0,"2010Q1",1753898.76620616,1753898.76620616,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KID",1,"2010Q2",1763497.27362468,1763318.49525532,-0.0101377173659656,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KID",2,"2010Q3",1773050.3060706,1772542.91735375,-0.0286167129666781,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KID",4,"2011Q1",1791410.58420467,1789940.98773065,-0.0820357145912443,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KID",8,"2012Q1",1824752.20845709,1822682.23381019,-0.113438670593036,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KID",12,"2013Q1",1852483.06951219,1850933.340822,-0.0836568342076682,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KID",16,"2014Q1",1883249.69485691,1882181.94628918,-0.0566971321245169,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KID",20,"2015Q1",1920804.89295882,1920047.56167533,-0.0394278089497324,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIDC",0,"2010Q1",20434,20434,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIDC",1,"2010Q2",20712,20712,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIDC",2,"2010Q3",21071,21071,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIDC",4,"2011Q1",21546,21546,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIDC",8,"2012Q1",21933,21933,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIDC",12,"2013Q1",22727,22727,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIDC",16,"2014Q1",23990,23990,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KIDC",20,"2015Q1",26084,26084,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KV",0,"2010Q1",195192.880739819,195192.880739819,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KV",1,"2010Q2",193929.879940479,193929.875012146,-2.54129658427971e-06,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KV",2,"2010Q3",193943.87715385,193943.396342295,-0.000247912727380228,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KV",4,"2011Q1",195974.874318304,195972.391205513,-0.00126705670780991,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KV",8,"2012Q1",204662.852914796,204655.416186679,-0.00363364822233425,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KV",12,"2013Q1",206407.821872851,206398.09190328,-0.00471395390053697,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KV",16,"2014Q1",201497.794407932,201487.55998348,-0.00507917443056671,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","KV",20,"2015Q1",203463.769513352,203453.029674274,-0.00527850196814228,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LE",0,"2010Q1",10925.5639777012,10925.3673597074,-0.00179961413662166,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LE",1,"2010Q2",10954.5786274068,10950.7837888233,-0.034641575112937,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LE",2,"2010Q3",11055.7227261414,11044.906836012,-0.0978306927309824,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LE",4,"2011Q1",11197.272036732,11174.0654842052,-0.207251841794476,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LE",8,"2012Q1",11302.6416892621,11278.5189963378,-0.213425264530376,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LE",12,"2013Q1",11453.8099265826,11439.9405638843,-0.121089513334061,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LE",16,"2014Q1",11486.7316263213,11479.0362426141,-0.0669936754639777,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LE",20,"2015Q1",11656.0659419516,11651.1367767122,-0.0422884124362755,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LF",0,"2010Q1",11541.015588197,11540.8379259905,-0.00153939837533867,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LF",1,"2010Q2",11566.5979581573,11565.5270649121,-0.00925849803965484,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LF",2,"2010Q3",11652.2253406362,11649.1903766528,-0.0260462177368859,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LF",4,"2011Q1",11782.993688179,11776.9217412736,-0.0515314449461068,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LF",8,"2012Q1",11915.9126728486,11903.9898891304,-0.10005766277067,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LF",12,"2013Q1",12118.1495098911,12105.6498246464,-0.103148465321146,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LF",16,"2014Q1",12206.8549827052,12197.9781906992,-0.0727197301732541,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LF",20,"2015Q1",12424.2786868545,12418.657218937,-0.04524582922798,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LHPP",0,"2010Q1",420.484068,420.484068,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LHPP",1,"2010Q2",424.138187,424.138187,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LHPP",2,"2010Q3",422.667065,422.667065,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LHPP",4,"2011Q1",423.417139,423.417139,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LHPP",8,"2012Q1",421.929874,421.929874,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LHPP",12,"2013Q1",418.889445,418.889445,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LHPP",16,"2014Q1",419.269024,419.269024,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LHPP",20,"2015Q1",419.148956,419.148956,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LOKLAG",0,"2010Q1",0.408836,0.408836,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LOKLAG",1,"2010Q2",0.411857,0.411857,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LOKLAG",2,"2010Q3",0.414436,0.414436,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LOKLAG",4,"2011Q1",0.41677,0.41677,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LOKLAG",8,"2012Q1",0.420228,0.420228,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LOKLAG",12,"2013Q1",0.423215,0.423215,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LOKLAG",16,"2014Q1",0.432206,0.432206,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LOKLAG",20,"2015Q1",0.421621,0.421621,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPOP",0,"2010Q1",17684.822333,17684.822333,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPOP",1,"2010Q2",17753.170333,17753.170333,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPOP",2,"2010Q3",17814.902,17814.902,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPOP",4,"2011Q1",17953.595,17953.595,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPOP",8,"2012Q1",18259.767,18259.767,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPOP",12,"2013Q1",18588.333333,18588.333333,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPOP",16,"2014Q1",18888.738667,18888.738667,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPOP",20,"2015Q1",19168.579333,19168.579333,0,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPR",0,"2010Q1",65.259532156863,65.2585275541414,-0.00153939614392362,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPR",1,"2010Q2",65.152317041558,65.1462849175761,-0.00925849494821662,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPR",2,"2010Q3",65.4071453842414,65.3901092872512,-0.0260462322427157,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPR",4,"2011Q1",65.6303574977933,65.5965372690011,-0.0515313798090222,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPR",8,"2012Q1",65.2577351630077,65.1924397859186,-0.100057681937671,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPR",12,"2013Q1",65.192350146908,65.1251053594338,-0.103148279395782,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPR",16,"2014Q1",64.6249458070277,64.5779506520703,-0.0727198365438775,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LPR",20,"2015Q1",64.8158006550036,64.7864741836997,-0.0452458675316403,"pct_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LUR",0,"2010Q1",5.33273355184797,5.33297989478824,0.000246342940267041,"ppt_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LUR",1,"2010Q2",5.29126483832594,5.31530705551537,0.0240422171894243,"ppt_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LUR",2,"2010Q3",5.11921626176039,5.18734367885255,0.0681274170921631,"ppt_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LUR",4,"2011Q1",4.97090694391707,5.11896292012929,0.148055976212217,"ppt_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LUR",8,"2012Q1",5.14665557245909,5.25429623695856,0.107640664499465,"ppt_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LUR",12,"2013Q1",5.48218672138266,5.49916171709129,0.0169749957086367,"ppt_deviation"
"monetary_100bp","Monetary policy: +100bp cash rate (1 quarter)","LUR",16,"2014Q1",5.89933572082449,5.89394354412972,-0.00539217669476422,"ppt_deviation"
